"Module","Method","Endpoint","Scenario","Expected","Sources"
"(unattributed)","DELETE","/api/attendance/holiday-templates/delete/{holidayTemplateId}","Positive — documented request","2xx","inventory"
"(unattributed)","DELETE","/api/attendance/holiday-templates/delete/{holidayTemplateId}","Negative — no credential","401 or 403","inventory"
"(unattributed)","DELETE","/api/attendance/holiday-templates/delete/{holidayTemplateId}","Negative — malformed token","401","inventory"
"(unattributed)","DELETE","/api/attendance/holiday-templates/delete/{holidayTemplateId}","Negative — non-existent id","404","inventory"
"(unattributed)","PATCH","/api/attendance/week-off-assignment/changeStatus","Positive — documented request","2xx","inventory"
"(unattributed)","PATCH","/api/attendance/week-off-assignment/changeStatus","Negative — no credential","401 or 403","inventory"
"(unattributed)","PATCH","/api/attendance/week-off-assignment/changeStatus","Negative — malformed token","401","inventory"
"(unattributed)","PATCH","/api/attendance/week-off-assignment/changeStatus","Negative — empty body","400 or 422","inventory"
"(unattributed)","PATCH","/api/attendance/week-off-assignment/changeStatus","Negative — wrong content type","415","inventory"
"(unattributed)","POST","/api/attendance/week-off-assignment/getByWeekOff","Positive — documented request","2xx","inventory"
"(unattributed)","POST","/api/attendance/week-off-assignment/getByWeekOff","Negative — no credential","401 or 403","inventory"
"(unattributed)","POST","/api/attendance/week-off-assignment/getByWeekOff","Negative — malformed token","401","inventory"
"(unattributed)","POST","/api/attendance/week-off-assignment/getByWeekOff","Negative — empty body","400 or 422","inventory"
"(unattributed)","POST","/api/attendance/week-off-assignment/getByWeekOff","Negative — wrong content type","415","inventory"
"(unattributed)","PATCH","/api/attendance/week-offs/actDeact/3/status","Positive — documented request","2xx","inventory"
"(unattributed)","PATCH","/api/attendance/week-offs/actDeact/3/status","Negative — no credential","401 or 403","inventory"
"(unattributed)","PATCH","/api/attendance/week-offs/actDeact/3/status","Negative — malformed token","401","inventory"
"(unattributed)","PATCH","/api/attendance/week-offs/actDeact/3/status","Negative — empty body","400 or 422","inventory"
"(unattributed)","PATCH","/api/attendance/week-offs/actDeact/3/status","Negative — wrong content type","415","inventory"
"(unattributed)","PATCH","/api/attendance/week-offs/actDeact/3/status","Negative — non-existent id","404","inventory"
"(unattributed)","POST","/api/attendance/week-offs/create","Positive — documented request","2xx","inventory"
"(unattributed)","POST","/api/attendance/week-offs/create","Negative — no credential","401 or 403","inventory"
"(unattributed)","POST","/api/attendance/week-offs/create","Negative — malformed token","401","inventory"
"(unattributed)","POST","/api/attendance/week-offs/create","Negative — empty body","400 or 422","inventory"
"(unattributed)","POST","/api/attendance/week-offs/create","Negative — wrong content type","415","inventory"
"(unattributed)","PUT","/api/attendance/week-offs/update/1","Positive — documented request","2xx","inventory"
"(unattributed)","PUT","/api/attendance/week-offs/update/1","Negative — no credential","401 or 403","inventory"
"(unattributed)","PUT","/api/attendance/week-offs/update/1","Negative — malformed token","401","inventory"
"(unattributed)","PUT","/api/attendance/week-offs/update/1","Negative — empty body","400 or 422","inventory"
"(unattributed)","PUT","/api/attendance/week-offs/update/1","Negative — wrong content type","415","inventory"
"(unattributed)","PUT","/api/attendance/week-offs/update/1","Negative — non-existent id","404","inventory"
"(unattributed)","GET","/api/v1/attendance/shift/master","Positive — documented request","2xx","inventory"
"(unattributed)","GET","/api/v1/attendance/shift/master","Negative — no credential","401 or 403","inventory"
"(unattributed)","GET","/api/v1/attendance/shift/master","Negative — malformed token","401","inventory"
"(unattributed)","POST","/api/v1/attendance/shift/master","Positive — documented request","2xx","inventory"
"(unattributed)","POST","/api/v1/attendance/shift/master","Negative — no credential","401 or 403","inventory"
"(unattributed)","POST","/api/v1/attendance/shift/master","Negative — malformed token","401","inventory"
"(unattributed)","POST","/api/v1/attendance/shift/master","Negative — empty body","400 or 422","inventory"
"(unattributed)","POST","/api/v1/attendance/shift/master","Negative — wrong content type","415","inventory"
"(unattributed)","PUT","/api/v1/attendance/shift/master/2","Positive — documented request","2xx","inventory"
"(unattributed)","PUT","/api/v1/attendance/shift/master/2","Negative — no credential","401 or 403","inventory"
"(unattributed)","PUT","/api/v1/attendance/shift/master/2","Negative — malformed token","401","inventory"
"(unattributed)","PUT","/api/v1/attendance/shift/master/2","Negative — empty body","400 or 422","inventory"
"(unattributed)","PUT","/api/v1/attendance/shift/master/2","Negative — wrong content type","415","inventory"
"(unattributed)","PUT","/api/v1/attendance/shift/master/2","Negative — non-existent id","404","inventory"
"(unattributed)","DELETE","/api/v1/attendance/shift/master/6","Positive — documented request","2xx","inventory"
"(unattributed)","DELETE","/api/v1/attendance/shift/master/6","Negative — no credential","401 or 403","inventory"
"(unattributed)","DELETE","/api/v1/attendance/shift/master/6","Negative — malformed token","401","inventory"
"(unattributed)","DELETE","/api/v1/attendance/shift/master/6","Negative — non-existent id","404","inventory"
"(unattributed)","GET","/api/v1/attendance/shift/master/7","Positive — documented request","2xx","inventory"
"(unattributed)","GET","/api/v1/attendance/shift/master/7","Negative — no credential","401 or 403","inventory"
"(unattributed)","GET","/api/v1/attendance/shift/master/7","Negative — malformed token","401","inventory"
"(unattributed)","GET","/api/v1/attendance/shift/master/7","Negative — non-existent id","404","inventory"
"(unattributed)","PATCH","/api/v1/attendance/shift/master/status/7","Positive — documented request","2xx","inventory"
"(unattributed)","PATCH","/api/v1/attendance/shift/master/status/7","Negative — no credential","401 or 403","inventory"
"(unattributed)","PATCH","/api/v1/attendance/shift/master/status/7","Negative — malformed token","401","inventory"
"(unattributed)","PATCH","/api/v1/attendance/shift/master/status/7","Negative — empty body","400 or 422","inventory"
"(unattributed)","PATCH","/api/v1/attendance/shift/master/status/7","Negative — non-existent id","404","inventory"
"(unattributed)","GET","/user/leaves/getAllLeaveReports","Positive — documented request","2xx","inventory"
"(unattributed)","GET","/user/leaves/getAllLeaveReports","Negative — no credential","401 or 403","inventory"
"(unattributed)","GET","/user/leaves/getAllLeaveReports","Negative — malformed token","401","inventory"
"(unattributed)","GET","/users/me","Positive — documented request","2xx","inventory"
"Attendance Management","GET","{{baseURL}}/api/attendancepolicy","Positive — documented request","2xx","postman"
"Attendance Management","GET","{{baseURL}}/api/attendancepolicy","Negative — non-existent id","404","postman"
"Attendance Management","POST","{{baseURL}}/api/attendancepolicy","Positive — documented request","2xx","postman"
"Attendance Management","POST","{{baseURL}}/api/attendancepolicy","Negative — empty body","400 or 422","postman"
"Attendance Management","POST","{{baseURL}}/api/attendancepolicy","Negative — wrong content type","415","postman"
"Attendance Management","POST","{{baseURL}}/api/attendancepolicy","Negative — non-existent id","404","postman"
"Attendance Management","GET","{{baseURL}}/api/attendancepolicy/1","Positive — documented request","2xx","postman"
"Attendance Management","GET","{{baseURL}}/api/attendancepolicy/1","Negative — non-existent id","404","postman"
"Attendance Management","DELETE","{{baseURL}}/api/attendancepolicy/2","Positive — documented request","2xx","postman"
"Attendance Management","DELETE","{{baseURL}}/api/attendancepolicy/2","Negative — non-existent id","404","postman"
"Attendance Management","PUT","{{baseURL}}/api/attendancepolicy/2","Positive — documented request","2xx","postman"
"Attendance Management","PUT","{{baseURL}}/api/attendancepolicy/2","Negative — empty body","400 or 422","postman"
"Attendance Management","PUT","{{baseURL}}/api/attendancepolicy/2","Negative — wrong content type","415","postman"
"Attendance Management","PUT","{{baseURL}}/api/attendancepolicy/2","Negative — non-existent id","404","postman"
"Attendance Management","PATCH","{{baseURL}}/api/attendancepolicy/4/status","Positive — documented request","2xx","postman"
"Attendance Management","PATCH","{{baseURL}}/api/attendancepolicy/4/status","Negative — empty body","400 or 422","postman"
"Attendance Management","PATCH","{{baseURL}}/api/attendancepolicy/4/status","Negative — non-existent id","404","postman"
"Attendance Management","GET","{{baseURL}}/api/v1/attendance/shift/master","Positive — documented request","2xx","postman"
"Attendance Management","GET","{{baseURL}}/api/v1/attendance/shift/master","Negative — non-existent id","404","postman"
"Attendance Management","POST","{{baseURL}}/api/v1/attendance/shift/master","Positive — documented request","2xx","postman"
"Attendance Management","POST","{{baseURL}}/api/v1/attendance/shift/master","Negative — empty body","400 or 422","postman"
"Attendance Management","POST","{{baseURL}}/api/v1/attendance/shift/master","Negative — wrong content type","415","postman"
"Attendance Management","POST","{{baseURL}}/api/v1/attendance/shift/master","Negative — non-existent id","404","postman"
"Attendance Management","PUT","{{baseURL}}/api/v1/attendance/shift/master/2","Positive — documented request","2xx","postman"
"Attendance Management","PUT","{{baseURL}}/api/v1/attendance/shift/master/2","Negative — empty body","400 or 422","postman"
"Attendance Management","PUT","{{baseURL}}/api/v1/attendance/shift/master/2","Negative — wrong content type","415","postman"
"Attendance Management","PUT","{{baseURL}}/api/v1/attendance/shift/master/2","Negative — non-existent id","404","postman"
"Attendance Management","DELETE","{{baseURL}}/api/v1/attendance/shift/master/6","Positive — documented request","2xx","postman"
"Attendance Management","DELETE","{{baseURL}}/api/v1/attendance/shift/master/6","Negative — non-existent id","404","postman"
"Attendance Management","GET","{{baseURL}}/api/v1/attendance/shift/master/7","Positive — documented request","2xx","postman"
"Attendance Management","GET","{{baseURL}}/api/v1/attendance/shift/master/7","Negative — non-existent id","404","postman"
"Attendance Management","PATCH","{{baseURL}}/api/v1/attendance/shift/master/status/7","Positive — documented request","2xx","postman"
"Attendance Management","PATCH","{{baseURL}}/api/v1/attendance/shift/master/status/7","Negative — empty body","400 or 422","postman"
"Attendance Management","PATCH","{{baseURL}}/api/v1/attendance/shift/master/status/7","Negative — non-existent id","404","postman"
"Attendance Policy","POST","/api/attendancepolicy","Positive — documented request","2xx","inventory/yaml-collection"
"Attendance Policy","POST","/api/attendancepolicy","Negative — no credential","401 or 403","inventory/yaml-collection"
"Attendance Policy","POST","/api/attendancepolicy","Negative — malformed token","401","inventory/yaml-collection"
"Attendance Policy","POST","/api/attendancepolicy","Negative — empty body","400 or 422","inventory/yaml-collection"
"Attendance Policy","POST","/api/attendancepolicy","Negative — wrong content type","415","inventory/yaml-collection"
"Attendance Policy","GET","/api/attendancepolicy/1","Positive — documented request","2xx","inventory/yaml-collection"
"Attendance Policy","GET","/api/attendancepolicy/1","Negative — no credential","401 or 403","inventory/yaml-collection"
"Attendance Policy","GET","/api/attendancepolicy/1","Negative — malformed token","401","inventory/yaml-collection"
"Attendance Policy","GET","/api/attendancepolicy/1","Negative — non-existent id","404","inventory/yaml-collection"
"Attendance Policy","DELETE","/api/attendancepolicy/2","Positive — documented request","2xx","inventory/yaml-collection"
"Attendance Policy","DELETE","/api/attendancepolicy/2","Negative — no credential","401 or 403","inventory/yaml-collection"
"Attendance Policy","DELETE","/api/attendancepolicy/2","Negative — malformed token","401","inventory/yaml-collection"
"Attendance Policy","DELETE","/api/attendancepolicy/2","Negative — non-existent id","404","inventory/yaml-collection"
"Attendance Policy","PUT","/api/attendancepolicy/2","Positive — documented request","2xx","inventory/yaml-collection"
"Attendance Policy","PUT","/api/attendancepolicy/2","Negative — no credential","401 or 403","inventory/yaml-collection"
"Attendance Policy","PUT","/api/attendancepolicy/2","Negative — malformed token","401","inventory/yaml-collection"
"Attendance Policy","PUT","/api/attendancepolicy/2","Negative — empty body","400 or 422","inventory/yaml-collection"
"Attendance Policy","PUT","/api/attendancepolicy/2","Negative — wrong content type","415","inventory/yaml-collection"
"Attendance Policy","PUT","/api/attendancepolicy/2","Negative — non-existent id","404","inventory/yaml-collection"
"Attendance Policy","PATCH","/api/attendancepolicy/4/status","Positive — documented request","2xx","inventory/yaml-collection"
"Attendance Policy","PATCH","/api/attendancepolicy/4/status","Negative — no credential","401 or 403","inventory/yaml-collection"
"Attendance Policy","PATCH","/api/attendancepolicy/4/status","Negative — malformed token","401","inventory/yaml-collection"
"Attendance Policy","PATCH","/api/attendancepolicy/4/status","Negative — empty body","400 or 422","inventory/yaml-collection"
"Attendance Policy","PATCH","/api/attendancepolicy/4/status","Negative — non-existent id","404","inventory/yaml-collection"
"Attendance Policy","POST","/auth/token","Positive — documented request","2xx","inventory/yaml-collection"
"Attendance Policy","POST","/auth/token","Negative — empty body","400 or 422","inventory/yaml-collection"
"Attendance Policy","POST","/auth/token","Negative — wrong content type","415","inventory/yaml-collection"
"Attendance Status Threshold API","PATCH","{{baseUrl}}/api/attendance/status-threshold/1/status","Positive — documented request","2xx","postman"
"Attendance Status Threshold API","PATCH","{{baseUrl}}/api/attendance/status-threshold/1/status","Negative — no credential","401 or 403","postman"
"Attendance Status Threshold API","PATCH","{{baseUrl}}/api/attendance/status-threshold/1/status","Negative — malformed token","401","postman"
"Attendance Status Threshold API","PATCH","{{baseUrl}}/api/attendance/status-threshold/1/status","Negative — empty body","400 or 422","postman"
"Attendance Status Threshold API","PATCH","{{baseUrl}}/api/attendance/status-threshold/1/status","Negative — wrong content type","415","postman"
"Attendance Status Threshold API","PATCH","{{baseUrl}}/api/attendance/status-threshold/1/status","Negative — non-existent id","404","postman"
"Attendance Status Threshold API","POST","{{baseUrl}}/api/attendance/status-threshold/create","Positive — documented request","2xx","postman"
